기준_년_분기_코드,상권_코드,상권_변화_지표,상권_변화_지표_명,운영_영업_개월_평균,폐업_영업_개월_평균,서울_운영_영업_개월_평균,서울_폐업_영업_개월_평균
2016_4,1000261,HH,정체,146,55,96,49
2016_4,1000260,LL,다이나믹,94,42,96,49
2016_4,1000259,LL,다이나믹,88,41,96,49
2016_4,1000258,HL,상권축소,112,45,96,49
2016_4,1000257,HL,상권축소,100,48,96,49
2016_4,1000256,LL,다이나믹,88,47,96,49
2016_4,1000255,LH,상권확장,75,53,96,49
2016_4,1000254,HH,정체,116,52,96,49
2016_4,1000253,HL,상권축소,104,43,96,49
2016_4,1000252,LL,다이나믹,90,43,96,49
2016_4,1000251,LL,다이나믹,92,46,96,49
2016_4,1000250,HH,정체,105,60,96,49
2016_4,1000249,HL,상권축소,101,48,96,49
2016_4,1000248,HL,상권축소,100,43,96,49
2016_4,1000247,LL,다이나믹,95,43,96,49
2016_4,1000246,HL,상권축소,100,47,96,49
2016_4,1000245,LL,다이나믹,89,47,96,49
2016_4,1000244,LL,다이나믹,95,44,96,49
2016_4,1000243,LL,다이나믹,86,47,96,49
2016_4,1000242,HL,상권축소,102,45,96,49
2016_4,1000241,LH,상권확장,94,50,96,49
2016_4,1000240,LL,다이나믹,88,47,96,49
2016_4,1000239,LL,다이나믹,92,44,96,49
2016_4,1000238,LL,다이나믹,82,48,96,49
2016_4,1000237,HH,정체,99,50,96,49
2016_4,1000236,LL,다이나믹,85,49,96,49
2016_4,1000235,HH,정체,105,56,96,49
2016_4,1000234,HL,상권축소,110,46,96,49
2016_4,1000233,HL,상권축소,100,44,96,49
2016_4,1000232,LL,다이나믹,93,48,96,49
2016_4,1000231,HH,정체,112,50,96,49
2016_4,1000230,HL,상권축소,100,46,96,49
2016_4,1000229,HL,상권축소,100,42,96,49
2016_4,1000228,HL,상권축소,112,48,96,49
2016_4,1000227,LH,상권확장,91,55,96,49
2016_4,1000226,LH,상권확장,85,53,96,49
2016_4,1000225,LH,상권확장,61,51,96,49
2016_4,1000224,LH,상권확장,83,50,96,49
2016_4,1000223,LL,다이나믹,69,47,96,49
2016_4,1000222,HH,정체,108,54,96,49
2016_4,1000221,HH,정체,103,54,96,49
2016_4,1000220,HH,정체,100,49,96,49
2016_4,1000219,HH,정체,132,73,96,49
2016_4,1000218,HH,정체,102,51,96,49
2016_4,1000217,LL,다이나믹,90,44,96,49
2016_4,1000216,HH,정체,112,49,96,49
2016_4,1000215,HL,상권축소,107,48,96,49
2016_4,1000214,LL,다이나믹,92,43,96,49
2016_4,1000213,HH,정체,134,52,96,49
2016_4,1000212,HL,상권축소,109,41,96,49
2016_4,1000211,HH,정체,154,76,96,49
2016_4,1000210,LH,상권확장,93,49,96,49
2016_4,1000209,HL,상권축소,132,42,96,49
2016_4,1000208,LH,상권확장,90,64,96,49
2016_4,1000207,HL,상권축소,102,45,96,49
2016_4,1000206,HH,정체,130,59,96,49
2016_4,1000205,HH,정체,128,51,96,49
2016_4,1000204,LH,상권확장,79,54,96,49
2016_4,1000203,HH,정체,105,52,96,49
2016_4,1000202,HL,상권축소,110,42,96,49
2016_4,1000201,HL,상권축소,100,44,96,49
2016_4,1000200,HL,상권축소,104,46,96,49
2016_4,1000199,HL,상권축소,116,42,96,49
2016_4,1000198,LL,다이나믹,86,48,96,49
2016_4,1000197,HL,상권축소,97,43,96,49
2016_4,1000196,HL,상권축소,115,44,96,49
2016_4,1000195,HL,상권축소,101,43,96,49
2016_4,1000194,HL,상권축소,124,47,96,49
2016_4,1000193,HL,상권축소,107,45,96,49
2016_4,1000192,HH,정체,113,60,96,49
2016_4,1000191,HH,정체,140,50,96,49
2016_4,1000190,HH,정체,135,54,96,49
2016_4,1000189,LH,상권확장,85,49,96,49
2016_4,1000188,LH,상권확장,89,55,96,49
2016_4,1000187,LH,상권확장,91,69,96,49
2016_4,1000186,LH,상권확장,77,51,96,49
2016_4,1000185,LH,상권확장,94,52,96,49
2016_4,1000184,HH,정체,113,52,96,49
2016_4,1000183,HL,상권축소,141,44,96,49
2016_4,1000182,HL,상권축소,112,46,96,49
2016_4,1000181,HH,정체,104,52,96,49
2016_4,1000180,LL,다이나믹,92,47,96,49
2016_4,1000179,LH,상권확장,74,51,96,49
2016_4,1000178,LL,다이나믹,86,46,96,49
2016_4,1000177,LL,다이나믹,90,45,96,49
2016_4,1000176,LL,다이나믹,82,40,96,49
2016_4,1000175,HL,상권축소,113,47,96,49
2016_4,1000174,HL,상권축소,113,48,96,49
2016_4,1000173,HH,정체,105,51,96,49
2016_4,1000172,HH,정체,101,56,96,49
2016_4,1000171,HH,정체,100,51,96,49
2016_4,1000170,HL,상권축소,102,47,96,49
2016_4,1000169,LL,다이나믹,73,48,96,49
2016_4,1000168,LL,다이나믹,85,45,96,49
2016_4,1000167,LH,상권확장,82,53,96,49
2016_4,1000166,HH,정체,109,49,96,49
2016_4,1000165,LL,다이나믹,77,43,96,49
2016_4,1000164,HH,정체,111,59,96,49
2016_4,1000163,HH,정체,100,50,96,49
2016_4,1000162,LL,다이나믹,81,48,96,49
2016_4,1000161,LH,상권확장,87,51,96,49
2016_4,1000160,LL,다이나믹,85,41,96,49
2016_4,1000159,HL,상권축소,105,47,96,49
2016_4,1000158,LL,다이나믹,94,43,96,49
2016_4,1000157,LH,상권확장,79,50,96,49
2016_4,1000156,LL,다이나믹,92,47,96,49
2016_4,1000155,LH,상권확장,78,56,96,49
2016_4,1000154,LH,상권확장,79,50,96,49
2016_4,1000153,LL,다이나믹,93,44,96,49
2016_4,1000152,HL,상권축소,100,49,96,49
2016_4,1000151,HH,정체,97,55,96,49
2016_4,1000150,HH,정체,103,50,96,49
2016_4,1000149,HH,정체,114,51,96,49
2016_4,1000148,LL,다이나믹,90,47,96,49
2016_4,1000147,HL,상권축소,97,38,96,49
2016_4,1000146,LH,상권확장,90,50,96,49
2016_4,1000145,HH,정체,132,57,96,49
2016_4,1000144,HL,상권축소,97,44,96,49
2016_4,1000143,LL,다이나믹,81,41,96,49
2016_4,1000142,LL,다이나믹,74,45,96,49
2016_4,1000141,LL,다이나믹,71,42,96,49
2016_4,1000140,HL,상권축소,101,48,96,49
2016_4,1000139,LH,상권확장,76,53,96,49
2016_4,1000138,LL,다이나믹,83,44,96,49
2016_4,1000137,LL,다이나믹,87,42,96,49
2016_4,1000136,LL,다이나믹,96,46,96,49
2016_4,1000135,HL,상권축소,101,42,96,49
2016_4,1000134,HH,정체,97,52,96,49
2016_4,1000133,HH,정체,107,50,96,49
2016_4,1000132,LH,상권확장,83,53,96,49
2016_4,1000131,HH,정체,129,50,96,49
2016_4,1000130,HH,정체,154,62,96,49
2016_4,1000129,HL,상권축소,104,49,96,49
2016_4,1000128,LH,상권확장,90,54,96,49
2016_4,1000127,HL,상권축소,119,44,96,49
2016_4,1000126,LL,다이나믹,74,42,96,49
2016_4,1000125,LH,상권확장,80,50,96,49
2016_4,1000124,HH,정체,113,50,96,49
2016_4,1000123,HH,정체,109,54,96,49
2016_4,1000122,HH,정체,117,57,96,49
2016_4,1000121,HH,정체,98,52,96,49
2016_4,1000120,LH,상권확장,93,50,96,49
2016_4,1000119,LH,상권확장,93,58,96,49
2016_4,1000118,HH,정체,105,51,96,49
2016_4,1000117,HH,정체,129,52,96,49
2016_4,1000116,LL,다이나믹,91,45,96,49
2016_4,1000115,HH,정체,97,52,96,49
2016_4,1000114,LL,다이나믹,76,47,96,49
2016_4,1000113,LH,상권확장,80,59,96,49
2016_4,1000112,HL,상권축소,108,49,96,49
2016_4,1000111,HL,상권축소,133,43,96,49
2016_4,1000110,HH,정체,100,53,96,49
2016_4,1000109,LH,상권확장,80,53,96,49
2016_4,1000108,LL,다이나믹,81,47,96,49
2016_4,1000107,HL,상권축소,122,49,96,49
2016_4,1000106,LL,다이나믹,95,49,96,49
2016_4,1000105,LL,다이나믹,62,44,96,49
2016_4,1000104,LL,다이나믹,85,49,96,49
2016_4,1000103,LH,상권확장,92,59,96,49
2016_4,1000102,HH,정체,98,67,96,49
2016_4,1000101,HH,정체,104,61,96,49
2016_4,1000100,LH,상권확장,86,50,96,49
2016_4,1000099,LH,상권확장,96,55,96,49
2016_4,1000098,HH,정체,101,58,96,49
2016_4,1000097,LH,상권확장,92,61,96,49
2016_4,1000096,LL,다이나믹,86,45,96,49
2016_4,1000095,HH,정체,126,58,96,49
2016_4,1000094,HH,정체,107,53,96,49
2016_4,1000093,HH,정체,120,56,96,49
2016_4,1000092,LH,상권확장,76,50,96,49
2016_4,1000091,HH,정체,129,52,96,49
2016_4,1000090,HH,정체,122,64,96,49
2016_4,1000089,HH,정체,97,58,96,49
2016_4,1000088,LL,다이나믹,92,48,96,49
2016_4,1000087,LH,상권확장,93,64,96,49
2016_4,1000086,LL,다이나믹,92,49,96,49
2016_4,1000085,LL,다이나믹,71,48,96,49
2016_4,1000084,LL,다이나믹,72,42,96,49
2016_4,1000083,HH,정체,153,62,96,49
2016_4,1000082,HH,정체,99,58,96,49
2016_4,1000081,HH,정체,116,58,96,49
2016_4,1000080,HH,정체,100,52,96,49
2016_4,1000079,LH,상권확장,84,50,96,49
2016_4,1000078,HH,정체,124,61,96,49
2016_4,1000077,HH,정체,106,58,96,49
2016_4,1000076,HH,정체,112,62,96,49
2016_4,1000075,HL,상권축소,129,48,96,49
2016_4,1000074,LH,상권확장,83,56,96,49
2016_4,1000073,LL,다이나믹,90,45,96,49
2016_4,1000072,LL,다이나믹,89,47,96,49
2016_4,1000071,LL,다이나믹,68,47,96,49
2016_4,1000070,HH,정체,104,59,96,49
2016_4,1000069,HH,정체,124,73,96,49
2016_4,1000068,HH,정체,104,58,96,49
2016_4,1000067,HH,정체,117,50,96,49
2016_4,1000066,HH,정체,105,52,96,49
2016_4,1000065,HH,정체,103,56,96,49
2016_4,1000064,LH,상권확장,87,57,96,49
2016_4,1000063,HL,상권축소,97,45,96,49
2016_4,1000062,LH,상권확장,92,53,96,49
2016_4,1000061,HH,정체,105,56,96,49
2016_4,1000060,LL,다이나믹,76,48,96,49
2016_4,1000059,HH,정체,125,73,96,49
2016_4,1000058,LL,다이나믹,60,47,96,49
2016_4,1000057,LH,상권확장,90,58,96,49
2016_4,1000056,HH,정체,116,57,96,49
2016_4,1000055,LL,다이나믹,96,40,96,49
2016_4,1000054,LL,다이나믹,71,46,96,49
2016_4,1000053,LH,상권확장,76,57,96,49
2016_4,1000052,HH,정체,116,57,96,49
2016_4,1000051,LH,상권확장,92,53,96,49
2016_4,1000050,HL,상권축소,113,43,96,49
2016_4,1000049,LL,다이나믹,95,47,96,49
2016_4,1000048,HH,정체,114,65,96,49
2016_4,1000047,HH,정체,129,52,96,49
2016_4,1000046,HH,정체,128,53,96,49
2016_4,1000045,HL,상권축소,104,47,96,49
2016_4,1000044,HH,정체,117,62,96,49
2016_4,1000043,HL,상권축소,106,47,96,49
2016_4,1000042,HH,정체,115,59,96,49
2016_4,1000041,HH,정체,100,56,96,49
2016_4,1000040,HH,정체,150,53,96,49
2016_4,1000039,HH,정체,161,58,96,49
2016_4,1000038,LH,상권확장,95,53,96,49
2016_4,1000037,LH,상권확장,86,60,96,49
2016_4,1000036,HL,상권축소,109,40,96,49
2016_4,1000035,HL,상권축소,102,42,96,49
2016_4,1000034,LL,다이나믹,88,48,96,49
2016_4,1000033,HL,상권축소,111,47,96,49
2016_4,1000032,HH,정체,101,52,96,49
2016_4,1000031,LL,다이나믹,93,46,96,49
2016_4,1000030,HH,정체,105,57,96,49
2016_4,1000029,HH,정체,124,62,96,49
2016_4,1000028,HH,정체,118,57,96,49
2016_4,1000027,LL,다이나믹,75,48,96,49
2016_4,1000026,LH,상권확장,84,68,96,49
2016_4,1000025,HH,정체,133,79,96,49
2016_4,1000024,HH,정체,128,69,96,49
2016_4,1000023,HH,정체,117,74,96,49
2016_4,1000022,HH,정체,127,54,96,49
2016_4,1000021,LH,상권확장,81,65,96,49
2016_4,1000020,HH,정체,112,56,96,49
2016_4,1000019,HL,상권축소,121,44,96,49
2016_4,1000018,LH,상권확장,85,50,96,49
2016_4,1000017,HH,정체,161,59,96,49
2016_4,1000016,LH,상권확장,95,53,96,49
2016_4,1000015,HH,정체,102,51,96,49
2016_4,1000014,HH,정체,151,53,96,49
2016_4,1000013,HL,상권축소,118,49,96,49
2016_4,1000012,LH,상권확장,56,63,96,49
2016_4,1000011,HL,상권축소,115,47,96,49
2016_4,1000010,HL,상권축소,98,43,96,49
2016_4,1000009,LH,상권확장,81,55,96,49
2016_4,1000008,LL,다이나믹,57,47,96,49
2016_4,1000007,LH,상권확장,74,55,96,49
2016_4,1000006,LH,상권확장,83,62,96,49
2016_4,1000005,LL,다이나믹,78,48,96,49
2016_4,1000004,LH,상권확장,77,56,96,49
2016_4,1000003,HH,정체,106,50,96,49
2016_4,1000002,HL,상권축소,111,41,96,49
2016_4,1000001,LH,상권확장,91,54,96,49
2016_3,1001496,LH,상권확장,77,61,96,49
2016_3,1001495,LH,상권확장,82,50,96,49
2016_3,1001494,HH,정체,138,61,96,49
2016_3,1001493,HH,정체,115,50,96,49
2016_3,1001492,HH,정체,130,56,96,49
2016_3,1001491,HH,정체,107,56,96,49
2016_3,1001490,HL,상권축소,104,45,96,49
2016_3,1001489,HL,상권축소,102,43,96,49
2016_3,1001488,LL,다이나믹,91,42,96,49
2016_3,1001487,HH,정체,129,57,96,49
2016_3,1001486,HH,정체,145,81,96,49
2016_3,1001485,HL,상권축소,100,42,96,49
2016_3,1001484,HH,정체,97,57,96,49
2016_3,1001483,HL,상권축소,97,48,96,49
2016_3,1001482,HH,정체,126,54,96,49
2016_3,1001481,HL,상권축소,99,45,96,49
2016_3,1001480,LH,상권확장,93,51,96,49
2016_3,1001479,HL,상권축소,102,47,96,49
2016_3,1001478,HL,상권축소,97,48,96,49
2016_3,1001477,HH,정체,112,55,96,49
2016_3,1001476,HL,상권축소,105,42,96,49
2016_3,1001475,LH,상권확장,73,50,96,49
2016_3,1001474,HH,정체,108,51,96,49
2016_3,1001473,HH,정체,116,63,96,49
2016_3,1001472,HH,정체,99,50,96,49
2016_3,1001471,LL,다이나믹,89,48,96,49
2016_3,1001470,LH,상권확장,90,55,96,49
2016_3,1001469,HL,상권축소,115,45,96,49
2016_3,1001468,HL,상권축소,112,45,96,49
2016_3,1001467,HH,정체,101,72,96,49
2016_3,1001466,LH,상권확장,92,53,96,49
2016_3,1001465,HH,정체,157,77,96,49
2016_3,1001464,HH,정체,122,63,96,49
2016_3,1001463,HL,상권축소,125,48,96,49
2016_3,1001462,HL,상권축소,119,39,96,49
2016_3,1001461,LL,다이나믹,79,48,96,49
2016_3,1001460,HH,정체,97,49,96,49
2016_3,1001459,HH,정체,100,56,96,49
2016_3,1001458,HH,정체,96,51,96,49
2016_3,1001457,HH,정체,142,59,96,49
2016_3,1001456,HH,정체,107,54,96,49
2016_3,1001455,HH,정체,109,51,96,49
2016_3,1001454,HL,상권축소,131,47,96,49
2016_3,1001453,LH,상권확장,66,51,96,49
2016_3,1001452,HH,정체,133,54,96,49
2016_3,1001451,HH,정체,119,56,96,49
2016_3,1001450,HL,상권축소,104,44,96,49
2016_3,1001449,HH,정체,108,55,96,49
2016_3,1001448,HH,정체,101,55,96,49
2016_3,1001447,HH,정체,120,52,96,49
2016_3,1001446,HL,상권축소,97,47,96,49
2016_3,1001445,HL,상권축소,170,43,96,49
2016_3,1001444,LH,상권확장,89,50,96,49
2016_3,1001443,LH,상권확장,84,60,96,49
2016_3,1001442,HH,정체,136,60,96,49
2016_3,1001441,HH,정체,154,57,96,49
2016_3,1001440,LH,상권확장,86,51,96,49
2016_3,1001439,LL,다이나믹,91,44,96,49
2016_3,1001438,LH,상권확장,95,60,96,49
2016_3,1001437,HH,정체,139,73,96,49
2016_3,1001436,HH,정체,158,73,96,49
2016_3,1001435,HH,정체,131,63,96,49
2016_3,1001434,HH,정체,244,53,96,49
2016_3,1001433,HH,정체,137,50,96,49
2016_3,1001432,HH,정체,130,67,96,49
2016_3,1001431,HH,정체,129,56,96,49
2016_3,1001430,LH,상권확장,95,53,96,49
2016_3,1001429,HH,정체,98,53,96,49
2016_3,1001428,HH,정체,159,50,96,49
2016_3,1001427,HH,정체,101,54,96,49
2016_3,1001426,HH,정체,131,76,96,49
2016_3,1001425,HL,상권축소,250,0,96,49
2016_3,1001424,HL,상권축소,106,46,96,49
2016_3,1001423,HH,정체,146,79,96,49
2016_3,1001422,HH,정체,115,58,96,49
2016_3,1001421,HL,상권축소,106,46,96,49
2016_3,1001420,HH,정체,119,52,96,49
2016_3,1001419,HH,정체,117,57,96,49
2016_3,1001418,HH,정체,109,51,96,49
2016_3,1001417,LH,상권확장,95,64,96,49
2016_3,1001416,LH,상권확장,52,57,96,49
2016_3,1001415,HL,상권축소,98,48,96,49
2016_3,1001414,HH,정체,111,54,96,49
2016_3,1001413,LH,상권확장,93,51,96,49
2016_3,1001412,HH,정체,128,51,96,49
2016_3,1001411,HL,상권축소,99,48,96,49
2016_3,1001410,HH,정체,109,54,96,49
2016_3,1001409,HH,정체,127,53,96,49
2016_3,1001408,LL,다이나믹,60,45,96,49
2016_3,1001407,HH,정체,98,57,96,49
2016_3,1001406,HL,상권축소,100,47,96,49
2016_3,1001405,HH,정체,112,56,96,49
2016_3,1001404,HH,정체,105,50,96,49
2016_3,1001403,LH,상권확장,83,53,96,49
2016_3,1001402,HH,정체,131,51,96,49
2016_3,1001401,HL,상권축소,118,47,96,49
2016_3,1001400,HL,상권축소,121,46,96,49
2016_3,1001399,HL,상권축소,108,45,96,49
2016_3,1001398,HL,상권축소,106,47,96,49
2016_3,1001397,HL,상권축소,105,45,96,49
2016_3,1001396,LL,다이나믹,93,48,96,49
2016_3,1001395,HL,상권축소,101,47,96,49
2016_3,1001394,HH,정체,115,51,96,49
2016_3,1001393,HH,정체,108,54,96,49
2016_3,1001392,LH,상권확장,70,53,96,49
2016_3,1001391,HH,정체,105,50,96,49
2016_3,1001390,HH,정체,97,50,96,49
2016_3,1001389,HH,정체,104,53,96,49
2016_3,1001388,HH,정체,98,56,96,49
2016_3,1001387,HL,상권축소,114,33,96,49
2016_3,1001386,HH,정체,160,50,96,49
2016_3,1001385,HH,정체,118,59,96,49
2016_3,1001384,HH,정체,136,53,96,49
2016_3,1001383,HH,정체,113,51,96,49
2016_3,1001382,HH,정체,122,82,96,49
2016_3,1001381,HH,정체,183,76,96,49
2016_3,1001380,HL,상권축소,101,42,96,49
2016_3,1001379,HH,정체,158,79,96,49
2016_3,1001378,LH,상권확장,92,84,96,49
2016_3,1001377,HH,정체,119,56,96,49
2016_3,1001376,HH,정체,167,64,96,49
2016_3,1001375,HH,정체,138,52,96,49
2016_3,1001374,HH,정체,113,56,96,49
2016_3,1001373,HH,정체,110,68,96,49
2016_3,1001372,HH,정체,113,59,96,49
2016_3,1001371,LH,상권확장,86,53,96,49
2016_3,1001370,HL,상권축소,133,30,96,49
2016_3,1001369,HH,정체,102,65,96,49
2016_3,1001368,HH,정체,114,56,96,49
2016_3,1001367,HL,상권축소,102,40,96,49
2016_3,1001366,HH,정체,231,94,96,49
2016_3,1001365,HH,정체,122,52,96,49
2016_3,1001364,HL,상권축소,97,46,96,49
2016_3,1001363,LH,상권확장,90,54,96,49
2016_3,1001362,LH,상권확장,85,51,96,49
2016_3,1001361,HL,상권축소,107,48,96,49
2016_3,1001360,HL,상권축소,99,46,96,49
2016_3,1001359,HH,정체,114,50,96,49
2016_3,1001358,LL,다이나믹,94,45,96,49
2016_3,1001357,HH,정체,105,54,96,49
2016_3,1001356,HL,상권축소,96,45,96,49
2016_3,1001355,HH,정체,103,53,96,49
2016_3,1001354,LH,상권확장,88,54,96,49
2016_3,1001353,HH,정체,123,58,96,49
2016_3,1001352,HH,정체,99,51,96,49
2016_3,1001351,HH,정체,103,57,96,49
2016_3,1001350,HH,정체,120,65,96,49
2016_3,1001349,LL,다이나믹,83,46,96,49
2016_3,1001348,LL,다이나믹,94,45,96,49
2016_3,1001347,HL,상권축소,102,44,96,49
2016_3,1001346,LH,상권확장,95,52,96,49
2016_3,1001345,HH,정체,134,59,96,49
2016_3,1001344,HL,상권축소,111,44,96,49
2016_3,1001343,HH,정체,120,55,96,49
2016_3,1001342,LH,상권확장,80,59,96,49
2016_3,1001341,HH,정체,145,58,96,49
2016_3,1001340,HH,정체,117,58,96,49
2016_3,1001339,HH,정체,104,53,96,49
2016_3,1001338,HH,정체,124,55,96,49
2016_3,1001337,HH,정체,103,57,96,49
2016_3,1001336,HH,정체,112,50,96,49
2016_3,1001335,HL,상권축소,96,48,96,49
2016_3,1001334,HL,상권축소,109,47,96,49
2016_3,1001333,LH,상권확장,90,55,96,49
2016_3,1001332,HH,정체,98,49,96,49
2016_3,1001331,HH,정체,106,50,96,49
2016_3,1001330,HL,상권축소,100,46,96,49
2016_3,1001329,HH,정체,98,50,96,49
2016_3,1001328,HL,상권축소,123,43,96,49
2016_3,1001327,HL,상권축소,114,43,96,49
2016_3,1001326,HH,정체,104,52,96,49
2016_3,1001325,HH,정체,108,54,96,49
2016_3,1001324,HH,정체,120,51,96,49
2016_3,1001323,LL,다이나믹,82,45,96,49
2016_3,1001322,HH,정체,133,74,96,49
2016_3,1001321,HH,정체,119,53,96,49
2016_3,1001320,HH,정체,135,58,96,49
2016_3,1001319,HH,정체,151,60,96,49
2016_3,1001318,HH,정체,138,67,96,49
2016_3,1001317,HH,정체,120,75,96,49
2016_3,1001316,HH,정체,126,59,96,49
2016_3,1001315,HH,정체,133,105,96,49
2016_3,1001314,HH,정체,168,90,96,49
2016_3,1001313,HH,정체,113,67,96,49
2016_3,1001312,HL,상권축소,103,35,96,49
2016_3,1001311,HH,정체,215,132,96,49
2016_3,1001310,HH,정체,283,89,96,49
2016_3,1001309,HH,정체,124,53,96,49
2016_3,1001308,LL,다이나믹,87,48,96,49
2016_3,1001307,LH,상권확장,96,50,96,49
2016_3,1001306,HL,상권축소,113,46,96,49
2016_3,1001305,HL,상권축소,255,28,96,49
2016_3,1001304,HL,상권축소,115,46,96,49
2016_3,1001303,HH,정체,147,59,96,49
2016_3,1001302,HL,상권축소,104,45,96,49
2016_3,1001301,HH,정체,105,50,96,49
2016_3,1001300,LL,다이나믹,85,47,96,49
2016_3,1001299,HH,정체,106,53,96,49
2016_3,1001298,HL,상권축소,101,48,96,49
2016_3,1001297,HH,정체,108,58,96,49
2016_3,1001296,HH,정체,125,63,96,49
2016_3,1001295,HH,정체,97,54,96,49
2016_3,1001294,HH,정체,122,50,96,49
2016_3,1001293,HH,정체,119,74,96,49
2016_3,1001292,LH,상권확장,77,60,96,49
2016_3,1001291,HH,정체,142,72,96,49
2016_3,1001290,HH,정체,123,51,96,49
2016_3,1001289,HH,정체,114,52,96,49
2016_3,1001288,HH,정체,120,69,96,49
2016_3,1001287,HH,정체,110,71,96,49
2016_3,1001286,HH,정체,96,84,96,49
2016_3,1001285,HH,정체,97,59,96,49
2016_3,1001284,HH,정체,130,70,96,49
2016_3,1001283,HH,정체,106,52,96,49
2016_3,1001282,HH,정체,112,58,96,49
2016_3,1001281,LH,상권확장,89,62,96,49
2016_3,1001280,HH,정체,97,50,96,49
2016_3,1001279,HH,정체,108,50,96,49
2016_3,1001278,HH,정체,133,50,96,49
2016_3,1001277,HH,정체,151,66,96,49
2016_3,1001276,HH,정체,113,49,96,49
2016_3,1001275,HH,정체,122,53,96,49
2016_3,1001274,HH,정체,140,62,96,49
2016_3,1001273,HH,정체,132,56,96,49
2016_3,1001272,HL,상권축소,173,40,96,49
2016_3,1001271,HL,상권축소,114,43,96,49
2016_3,1001270,HH,정체,126,58,96,49
2016_3,1001269,LH,상권확장,83,56,96,49
2016_3,1001268,HH,정체,157,70,96,49
2016_3,1001267,HH,정체,140,62,96,49
2016_3,1001266,HH,정체,137,61,96,49
2016_3,1001265,HH,정체,193,79,96,49
2016_3,1001264,HH,정체,105,58,96,49
2016_3,1001263,LL,다이나믹,78,44,96,49
2016_3,1001262,LL,다이나믹,92,43,96,49
2016_3,1001261,HL,상권축소,97,44,96,49
2016_3,1001260,LL,다이나믹,95,46,96,49
2016_3,1001259,HH,정체,106,49,96,49
2016_3,1001258,LL,다이나믹,68,48,96,49
2016_3,1001257,LL,다이나믹,87,48,96,49
2016_3,1001256,HL,상권축소,96,45,96,49
2016_3,1001255,LL,다이나믹,76,39,96,49
2016_3,1001254,LL,다이나믹,81,48,96,49
2016_3,1001253,HH,정체,109,65,96,49
2016_3,1001252,HH,정체,102,53,96,49
2016_3,1001251,LL,다이나믹,82,48,96,49
2016_3,1001250,LL,다이나믹,88,46,96,49
2016_3,1001249,HH,정체,115,58,96,49
2016_3,1001248,LL,다이나믹,83,44,96,49
2016_3,1001247,LH,상권확장,65,49,96,49
2016_3,1001246,HH,정체,104,49,96,49
2016_3,1001245,LL,다이나믹,94,47,96,49
2016_3,1001244,LL,다이나믹,86,46,96,49
2016_3,1001243,LL,다이나믹,86,46,96,49
2016_3,1001242,LH,상권확장,91,53,96,49
2016_3,1001241,LH,상권확장,96,49,96,49
2016_3,1001240,LH,상권확장,86,50,96,49
2016_3,1001239,LL,다이나믹,44,34,96,49
2016_3,1001238,HH,정체,144,58,96,49
2016_3,1001237,HH,정체,107,52,96,49
2016_3,1001236,LH,상권확장,86,55,96,49
2016_3,1001235,HH,정체,117,54,96,49
2016_3,1001234,HH,정체,96,56,96,49
2016_3,1001233,HH,정체,119,52,96,49
2016_3,1001232,HH,정체,110,55,96,49
2016_3,1001231,HL,상권축소,115,43,96,49
2016_3,1001230,HH,정체,135,61,96,49
2016_3,1001229,HH,정체,135,63,96,49
2016_3,1001228,HH,정체,130,52,96,49
2016_3,1001227,HH,정체,105,59,96,49
2016_3,1001226,LH,상권확장,94,55,96,49
2016_3,1001225,HL,상권축소,107,34,96,49
2016_3,1001224,HL,상권축소,96,43,96,49
2016_3,1001223,HH,정체,119,53,96,49
2016_3,1001222,HL,상권축소,115,46,96,49
2016_3,1001221,LL,다이나믹,81,44,96,49
2016_3,1001220,HL,상권축소,97,47,96,49
2016_3,1001219,HH,정체,113,59,96,49
2016_3,1001218,HH,정체,132,66,96,49
2016_3,1001217,HH,정체,139,69,96,49
2016_3,1001216,HH,정체,120,53,96,49
2016_3,1001215,HH,정체,126,68,96,49
2016_3,1001214,HH,정체,157,54,96,49
2016_3,1001213,HH,정체,98,54,96,49
2016_3,1001212,HH,정체,162,60,96,49
2016_3,1001211,HL,상권축소,112,46,96,49
2016_3,1001210,HH,정체,112,55,96,49
2016_3,1001209,HH,정체,118,60,96,49
2016_3,1001208,HH,정체,138,59,96,49
2016_3,1001207,HH,정체,144,51,96,49
2016_3,1001206,HH,정체,113,55,96,49
2016_3,1001205,HH,정체,127,58,96,49
2016_3,1001204,HH,정체,156,56,96,49
2016_3,1001203,HH,정체,137,52,96,49
2016_3,1001202,LH,상권확장,93,70,96,49
2016_3,1001201,HH,정체,106,54,96,49
2016_3,1001200,HH,정체,147,57,96,49
2016_3,1001199,HH,정체,141,55,96,49
2016_3,1001198,HH,정체,106,51,96,49
2016_3,1001197,HL,상권축소,102,47,96,49
2016_3,1001196,HH,정체,123,65,96,49
2016_3,1001195,HH,정체,103,50,96,49
2016_3,1001194,LL,다이나믹,58,44,96,49
2016_3,1001193,HL,상권축소,102,44,96,49
2016_3,1001192,HH,정체,118,55,96,49
2016_3,1001191,HH,정체,104,66,96,49
2016_3,1001190,HL,상권축소,105,46,96,49
2016_3,1001189,HL,상권축소,103,48,96,49
2016_3,1001188,HH,정체,125,63,96,49
2016_3,1001187,LH,상권확장,84,51,96,49
2016_3,1001186,HL,상권축소,104,45,96,49
2016_3,1001185,HH,정체,98,50,96,49
2016_3,1001184,LH,상권확장,70,50,96,49
